snr,tbs,itbs,nr,bler
-10.299999999999997,256,6,16,0.0008544921875
-10.299999999999997,256,6,32,0.0
-10.299999999999997,256,6,64,0.0
-10.299999999999997,256,6,128,0.0
-10.299999999999997,256,8,1,1.0
-10.299999999999997,256,8,2,1.0
-10.299999999999997,256,8,4,1.0
-10.299999999999997,256,8,8,1.0
-10.299999999999997,256,8,16,0.8060302734375
-10.299999999999997,256,8,32,0.0
-10.299999999999997,256,8,64,0.0
-10.299999999999997,256,8,128,0.0
-10.2,256,0,1,1.0
-10.2,256,0,2,1.0
-10.2,256,0,4,0.034454345703125
-10.2,256,0,8,0.0
-10.2,256,0,16,0.0
-10.2,256,0,32,0.0
-10.2,256,0,64,0.0
-10.2,256,0,128,0.0
-10.2,256,1,1,1.0
-10.2,256,1,2,1.0
-10.2,256,1,4,0.625213623046875
-10.2,256,1,8,0.0
-10.2,256,1,16,0.0
-10.2,256,1,32,0.0
-10.2,256,1,64,0.0
-10.2,256,1,128,0.0
-10.2,256,2,1,1.0
-10.2,256,2,2,1.0
-10.2,256,2,4,0.9989013671875
-10.2,256,2,8,0.00042724609375
-10.2,256,2,16,0.0
-10.2,256,2,32,0.0
-10.2,256,2,64,0.0
-10.2,256,2,128,0.0
-10.2,256,3,1,1.0
-10.2,256,3,2,1.0
-10.2,256,3,4,1.0
-10.2,256,3,8,0.035430908203125
-10.2,256,3,16,0.0
-10.2,256,3,32,0.0
-10.2,256,3,64,0.0
-10.2,256,3,128,0.0
-10.2,256,4,1,1.0
-10.2,256,4,2,1.0
-10.2,256,4,4,1.0
-10.2,256,4,8,0.659698486328125
-10.2,256,4,16,0.0
-10.2,256,4,32,0.0
-10.2,256,4,64,0.0
-10.2,256,4,128,0.0
-10.2,256,6,1,1.0
-10.2,256,6,2,1.0
-10.2,256,6,4,1.0
-10.2,256,6,8,0.99871826171875
-10.2,256,6,16,0.000701904296875
-10.2,256,6,32,0.0
-10.2,256,6,64,0.0
-10.2,256,6,128,0.0
-10.2,256,8,1,1.0
-10.2,256,8,2,1.0
-10.2,256,8,4,1.0
-10.2,256,8,8,1.0
-10.2,256,8,16,0.738525390625
-10.2,256,8,32,0.0
-10.2,256,8,64,0.0
-10.2,256,8,128,0.0
-10.099999999999998,256,0,1,1.0
-10.099999999999998,256,0,2,1.0
-10.099999999999998,256,0,4,0.019287109375
-10.099999999999998,256,0,8,0.0
-10.099999999999998,256,0,16,0.0
-10.099999999999998,256,0,32,0.0
-10.099999999999998,256,0,64,0.0
-10.099999999999998,256,0,128,0.0
-10.099999999999998,256,1,1,1.0
-10.099999999999998,256,1,2,1.0
-10.099999999999998,256,1,4,0.535369873046875
-10.099999999999998,256,1,8,0.0
-10.099999999999998,256,1,16,0.0
-10.099999999999998,256,1,32,0.0
-10.099999999999998,256,1,64,0.0
-10.099999999999998,256,1,128,0.0
-10.099999999999998,256,2,1,1.0
-10.099999999999998,256,2,2,1.0
-10.099999999999998,256,2,4,0.9981689453125
-10.099999999999998,256,2,8,0.0003662109375
-10.099999999999998,256,2,16,0.0
-10.099999999999998,256,2,32,0.0
-10.099999999999998,256,2,64,0.0
-10.099999999999998,256,2,128,0.0
-10.099999999999998,256,3,1,1.0
-10.099999999999998,256,3,2,1.0
-10.099999999999998,256,3,4,1.0
-10.099999999999998,256,3,8,0.021209716796875
-10.099999999999998,256,3,16,0.0
-10.099999999999998,256,3,32,0.0
-10.099999999999998,256,3,64,0.0
-10.099999999999998,256,3,128,0.0
-10.099999999999998,256,4,1,1.0
-10.099999999999998,256,4,2,1.0
-10.099999999999998,256,4,4,1.0
-10.099999999999998,256,4,8,0.577911376953125
-10.099999999999998,256,4,16,0.0
-10.099999999999998,256,4,32,0.0
-10.099999999999998,256,4,64,0.0
-10.099999999999998,256,4,128,0.0
-10.099999999999998,256,6,1,1.0
-10.099999999999998,256,6,2,1.0
-10.099999999999998,256,6,4,1.0
-10.099999999999998,256,6,8,0.9979248046875
-10.099999999999998,256,6,16,0.00030517578125
-10.099999999999998,256,6,32,0.0
-10.099999999999998,256,6,64,0.0
-10.099999999999998,256,6,128,0.0
-10.099999999999998,256,8,1,1.0
-10.099999999999998,256,8,2,1.0
-10.099999999999998,256,8,4,1.0
-10.099999999999998,256,8,8,1.0
-10.099999999999998,256,8,16,0.66448974609375
-10.099999999999998,256,8,32,0.0
-10.099999999999998,256,8,64,0.0
-10.099999999999998,256,8,128,0.0
-10.0,256,0,1,1.0
-10.0,256,0,2,1.0
-10.0,256,0,4,0.011749267578125
-10.0,256,0,8,0.0
-10.0,256,0,16,0.0
-10.0,256,0,32,0.0
-10.0,256,0,64,0.0
-10.0,256,0,128,0.0
-10.0,256,1,1,1.0
-10.0,256,1,2,1.0
-10.0,256,1,4,0.448333740234375
-10.0,256,1,8,0.0
-10.0,256,1,16,0.0
-10.0,256,1,32,0.0
-10.0,256,1,64,0.0
-10.0,256,1,128,0.0
-10.0,256,2,1,1.0
-10.0,256,2,2,1.0
-10.0,256,2,4,0.99652099609375
-10.0,256,2,8,0.000213623046875
-10.0,256,2,16,0.0
-10.0,256,2,32,0.0
-10.0,256,2,64,0.0
-10.0,256,2,128,0.0
-10.0,256,3,1,1.0
-10.0,256,3,2,1.0
-10.0,256,3,4,1.0
-10.0,256,3,8,0.01141357421875
-10.0,256,3,16,0.0
-10.0,256,3,32,0.0
-10.0,256,3,64,0.0
-10.0,256,3,128,0.0
-10.0,256,4,1,1.0
-10.0,256,4,2,1.0
-10.0,256,4,4,1.0
-10.0,256,4,8,0.48974609375
-10.0,256,4,16,0.0
-10.0,256,4,32,0.0
-10.0,256,4,64,0.0
-10.0,256,4,128,0.0
-10.0,256,6,1,1.0
-10.0,256,6,2,1.0
-10.0,256,6,4,1.0
-10.0,256,6,8,0.996612548828125
-10.0,256,6,16,0.000152587890625
-10.0,256,6,32,0.0
-10.0,256,6,64,0.0
-10.0,256,6,128,0.0
-10.0,256,8,1,1.0
-10.0,256,8,2,1.0
-10.0,256,8,4,1.0
-10.0,256,8,8,1.0
-10.0,256,8,16,0.585693359375
-10.0,256,8,32,0.0
-10.0,256,8,64,0.0
-10.0,256,8,128,0.0
-9.899999999999999,256,0,1,1.0
-9.899999999999999,256,0,2,0.999969482421875
-9.899999999999999,256,0,4,0.005615234375
-9.899999999999999,256,0,8,0.0
-9.899999999999999,256,0,16,0.0
-9.899999999999999,256,0,32,0.0
-9.899999999999999,256,0,64,0.0
-9.899999999999999,256,0,128,0.0
-9.899999999999999,256,1,1,1.0
-9.899999999999999,256,1,2,1.0
-9.899999999999999,256,1,4,0.366302490234375
-9.899999999999999,256,1,8,0.0
-9.899999999999999,256,1,16,0.0
-9.899999999999999,256,1,32,0.0
-9.899999999999999,256,1,64,0.0
-9.899999999999999,256,1,128,0.0
-9.899999999999999,256,2,1,1.0
-9.899999999999999,256,2,2,1.0
-9.899999999999999,256,2,4,0.993804931640625
-9.899999999999999,256,2,8,0.000213623046875
-9.899999999999999,256,2,16,0.0
-9.899999999999999,256,2,32,0.0
-9.899999999999999,256,2,64,0.0
-9.899999999999999,256,2,128,0.0
-9.899999999999999,256,3,1,1.0
-9.899999999999999,256,3,2,1.0
-9.899999999999999,256,3,4,0.9998779296875
-9.899999999999999,256,3,8,0.00628662109375
-9.899999999999999,256,3,16,0.0
-9.899999999999999,256,3,32,0.0
-9.899999999999999,256,3,64,0.0
-9.899999999999999,256,3,128,0.0
-9.899999999999999,256,4,1,1.0
-9.899999999999999,256,4,2,1.0
-9.899999999999999,256,4,4,1.0
-9.899999999999999,256,4,8,0.401123046875
-9.899999999999999,256,4,16,0.0
-9.899999999999999,256,4,32,0.0
-9.899999999999999,256,4,64,0.0
-9.899999999999999,256,4,128,0.0
-9.899999999999999,256,6,1,1.0
-9.899999999999999,256,6,2,1.0
-9.899999999999999,256,6,4,1.0
-9.899999999999999,256,6,8,0.99383544921875
-9.899999999999999,256,6,16,0.0001220703125
-9.899999999999999,256,6,32,0.0
-9.899999999999999,256,6,64,0.0
-9.899999999999999,256,6,128,0.0
-9.899999999999999,256,8,1,1.0
-9.899999999999999,256,8,2,1.0
-9.899999999999999,256,8,4,1.0
-9.899999999999999,256,8,8,1.0
-9.899999999999999,256,8,16,0.497344970703125
-9.899999999999999,256,8,32,0.0
-9.899999999999999,256,8,64,0.0
-9.899999999999999,256,8,128,0.0
-9.799999999999997,256,0,1,1.0
-9.799999999999997,256,0,2,0.999847412109375
-9.799999999999997,256,0,4,0.0032958984375
-9.799999999999997,256,0,8,0.0
-9.799999999999997,256,0,16,0.0
-9.799999999999997,256,0,32,0.0
-9.799999999999997,256,0,64,0.0
-9.799999999999997,256,0,128,0.0
-9.799999999999997,256,1,1,1.0
-9.799999999999997,256,1,2,1.0
-9.799999999999997,256,1,4,0.28564453125
-9.799999999999997,256,1,8,0.0
-9.799999999999997,256,1,16,0.0
-9.799999999999997,256,1,32,0.0
-9.799999999999997,256,1,64,0.0
-9.799999999999997,256,1,128,0.0
-9.799999999999997,256,2,1,1.0
-9.799999999999997,256,2,2,1.0
-9.799999999999997,256,2,4,0.989410400390625
-9.799999999999997,256,2,8,0.0001220703125
-9.799999999999997,256,2,16,0.0
-9.799999999999997,256,2,32,0.0
-9.799999999999997,256,2,64,0.0
-9.799999999999997,256,2,128,0.0
-9.799999999999997,256,3,1,1.0
-9.799999999999997,256,3,2,1.0
-9.799999999999997,256,3,4,0.999969482421875
-9.799999999999997,256,3,8,0.00323486328125
-9.799999999999997,256,3,16,0.0
-9.799999999999997,256,3,32,0.0
-9.799999999999997,256,3,64,0.0
-9.799999999999997,256,3,128,0.0
-9.799999999999997,256,4,1,1.0
-9.799999999999997,256,4,2,1.0
-9.799999999999997,256,4,4,1.0
-9.799999999999997,256,4,8,0.31817626953125
-9.799999999999997,256,4,16,0.0
-9.799999999999997,256,4,32,0.0
-9.799999999999997,256,4,64,0.0
-9.799999999999997,256,4,128,0.0
-9.799999999999997,256,6,1,1.0
-9.799999999999997,256,6,2,1.0
-9.799999999999997,256,6,4,1.0
-9.799999999999997,256,6,8,0.98944091796875
-9.799999999999997,256,6,16,0.00018310546875
-9.799999999999997,256,6,32,0.0
-9.799999999999997,256,6,64,0.0
-9.799999999999997,256,6,128,0.0
-9.799999999999997,256,8,1,1.0
-9.799999999999997,256,8,2,1.0
-9.799999999999997,256,8,4,1.0
-9.799999999999997,256,8,8,1.0
-9.799999999999997,256,8,16,0.411712646484375
-9.799999999999997,256,8,32,0.0
-9.799999999999997,256,8,64,0.0
-9.799999999999997,256,8,128,0.0
-9.7,256,0,1,1.0
-9.7,256,0,2,0.999755859375
-9.7,256,0,4,0.001678466796875
-9.7,256,0,8,0.0
-9.7,256,0,16,0.0
-9.7,256,0,32,0.0
-9.7,256,0,64,0.0
-9.7,256,0,128,0.0
-9.7,256,1,1,1.0
-9.7,256,1,2,1.0
-9.7,256,1,4,0.214630126953125
-9.7,256,1,8,0.0
-9.7,256,1,16,0.0
-9.7,256,1,32,0.0
-9.7,256,1,64,0.0
-9.7,256,1,128,0.0
-9.7,256,2,1,1.0
-9.7,256,2,2,1.0
-9.7,256,2,4,0.981536865234375
-9.7,256,2,8,3.0517578125e-05
-9.7,256,2,16,0.0
-9.7,256,2,32,0.0
-9.7,256,2,64,0.0
-9.7,256,2,128,0.0
-9.7,256,3,1,1.0
-9.7,256,3,2,1.0
-9.7,256,3,4,0.999725341796875
-9.7,256,3,8,0.00201416015625
-9.7,256,3,16,0.0
-9.7,256,3,32,0.0
-9.7,256,3,64,0.0
-9.7,256,3,128,0.0
-9.7,256,4,1,1.0
-9.7,256,4,2,1.0
-9.7,256,4,4,1.0
-9.7,256,4,8,0.2427978515625
-9.7,256,4,16,0.0
-9.7,256,4,32,0.0
-9.7,256,4,64,0.0
-9.7,256,4,128,0.0
-9.7,256,6,1,1.0
-9.7,256,6,2,1.0
-9.7,256,6,4,1.0
-9.7,256,6,8,0.982818603515625
-9.7,256,6,16,9.1552734375e-05
-9.7,256,6,32,0.0
-9.7,256,6,64,0.0
-9.7,256,6,128,0.0
-9.7,256,8,1,1.0
-9.7,256,8,2,1.0
-9.7,256,8,4,1.0
-9.7,256,8,8,1.0
-9.7,256,8,16,0.3294677734375
-9.7,256,8,32,0.0
-9.7,256,8,64,0.0
-9.7,256,8,128,0.0
-9.599999999999998,256,0,1,1.0
-9.599999999999998,256,0,2,0.999542236328125
-9.599999999999998,256,0,4,0.0008544921875
-9.599999999999998,256,0,8,0.0
-9.599999999999998,256,0,16,0.0
-9.599999999999998,256,0,32,0.0
-9.599999999999998,256,0,64,0.0
-9.599999999999998,256,0,128,0.0
-9.599999999999998,256,1,1,1.0
-9.599999999999998,256,1,2,1.0
-9.599999999999998,256,1,4,0.152618408203125
-9.599999999999998,256,1,8,0.0
-9.599999999999998,256,1,16,0.0
-9.599999999999998,256,1,32,0.0
-9.599999999999998,256,1,64,0.0
-9.599999999999998,256,1,128,0.0
-9.599999999999998,256,2,1,1.0
-9.599999999999998,256,2,2,1.0
-9.599999999999998,256,2,4,0.970489501953125
-9.599999999999998,256,2,8,9.1552734375e-05
-9.599999999999998,256,2,16,0.0
-9.599999999999998,256,2,32,0.0
-9.599999999999998,256,2,64,0.0
-9.599999999999998,256,2,128,0.0
-9.599999999999998,256,3,1,1.0
-9.599999999999998,256,3,2,1.0
-9.599999999999998,256,3,4,0.99951171875
-9.599999999999998,256,3,8,0.000640869140625
-9.599999999999998,256,3,16,0.0
-9.599999999999998,256,3,32,0.0
-9.599999999999998,256,3,64,0.0
-9.599999999999998,256,3,128,0.0
-9.599999999999998,256,4,1,1.0
-9.599999999999998,256,4,2,1.0
-9.599999999999998,256,4,4,1.0
-9.599999999999998,256,4,8,0.180755615234375
-9.599999999999998,256,4,16,0.0
-9.599999999999998,256,4,32,0.0
-9.599999999999998,256,4,64,0.0
-9.599999999999998,256,4,128,0.0
-9.599999999999998,256,6,1,1.0
-9.599999999999998,256,6,2,1.0
-9.599999999999998,256,6,4,1.0
-9.599999999999998,256,6,8,0.97125244140625
-9.599999999999998,256,6,16,0.0
-9.599999999999998,256,6,32,0.0
-9.599999999999998,256,6,64,0.0
-9.599999999999998,256,6,128,0.0
-9.599999999999998,256,8,1,1.0
-9.599999999999998,256,8,2,1.0
-9.599999999999998,256,8,4,1.0
-9.599999999999998,256,8,8,1.0
-9.599999999999998,256,8,16,0.250579833984375
-9.599999999999998,256,8,32,0.0
-9.599999999999998,256,8,64,0.0
-9.599999999999998,256,8,128,0.0
-9.5,256,0,1,1.0
-9.5,256,0,2,0.998870849609375
-9.5,256,0,4,0.00042724609375
-9.5,256,0,8,0.0
-9.5,256,0,16,0.0
-9.5,256,0,32,0.0
-9.5,256,0,64,0.0
-9.5,256,0,128,0.0
-9.5,256,1,1,1.0
-9.5,256,1,2,1.0
-9.5,256,1,4,0.10321044921875
-9.5,256,1,8,0.0
-9.5,256,1,16,0.0
-9.5,256,1,32,0.0
-9.5,256,1,64,0.0
-9.5,256,1,128,0.0
-9.5,256,2,1,1.0
-9.5,256,2,2,1.0
-9.5,256,2,4,0.953826904296875
-9.5,256,2,8,3.0517578125e-05
-9.5,256,2,16,0.0
-9.5,256,2,32,0.0
-9.5,256,2,64,0.0
-9.5,256,2,128,0.0
-9.5,256,3,1,1.0
-9.5,256,3,2,1.0
-9.5,256,3,4,0.998992919921875
-9.5,256,3,8,0.00054931640625
-9.5,256,3,16,0.0
-9.5,256,3,32,0.0
-9.5,256,3,64,0.0
-9.5,256,3,128,0.0
-9.5,256,4,1,1.0
-9.5,256,4,2,1.0
-9.5,256,4,4,1.0
-9.5,256,4,8,0.126068115234375
-9.5,256,4,16,0.0
-9.5,256,4,32,0.0
-9.5,256,4,64,0.0
-9.5,256,4,128,0.0
-9.5,256,6,1,1.0
-9.5,256,6,2,1.0
-9.5,256,6,4,1.0
-9.5,256,6,8,0.953948974609375
-9.5,256,6,16,0.0
-9.5,256,6,32,0.0
-9.5,256,6,64,0.0
-9.5,256,6,128,0.0
-9.5,256,8,1,1.0
-9.5,256,8,2,1.0
-9.5,256,8,4,1.0
-9.5,256,8,8,1.0
-9.5,256,8,16,0.182586669921875
-9.5,256,8,32,0.0
-9.5,256,8,64,0.0
-9.5,256,8,128,0.0
-9.399999999999999,256,0,1,1.0
-9.399999999999999,256,0,2,0.998291015625
-9.399999999999999,256,0,4,0.000213623046875
-9.399999999999999,256,0,8,0.0
-9.399999999999999,256,0,16,0.0
-9.399999999999999,256,0,32,0.0
-9.399999999999999,256,0,64,0.0
-9.399999999999999,256,0,128,0.0
-9.399999999999999,256,1,1,1.0
-9.399999999999999,256,1,2,1.0
-9.399999999999999,256,1,4,0.067108154296875
-9.399999999999999,256,1,8,0.0
-9.399999999999999,256,1,16,0.0
-9.399999999999999,256,1,32,0.0
-9.399999999999999,256,1,64,0.0
-9.399999999999999,256,1,128,0.0
-9.399999999999999,256,2,1,1.0
-9.399999999999999,256,2,2,1.0
-9.399999999999999,256,2,4,0.928619384765625
-9.399999999999999,256,2,8,0.0
-9.399999999999999,256,2,16,0.0
-9.399999999999999,256,2,32,0.0
-9.399999999999999,256,2,64,0.0
-9.399999999999999,256,2,128,0.0
-9.399999999999999,256,3,1,1.0
-9.399999999999999,256,3,2,1.0
-9.399999999999999,256,3,4,0.99853515625
-9.399999999999999,256,3,8,0.00042724609375
-9.399999999999999,256,3,16,0.0
-9.399999999999999,256,3,32,0.0
-9.399999999999999,256,3,64,0.0
-9.399999999999999,256,3,128,0.0
-9.399999999999999,256,4,1,1.0
-9.399999999999999,256,4,2,1.0
-9.399999999999999,256,4,4,1.0
-9.399999999999999,256,4,8,0.084686279296875
-9.399999999999999,256,4,16,0.0
-9.399999999999999,256,4,32,0.0
-9.399999999999999,256,4,64,0.0
-9.399999999999999,256,4,128,0.0
-9.399999999999999,256,6,1,1.0
-9.399999999999999,256,6,2,1.0
-9.399999999999999,256,6,4,1.0
-9.399999999999999,256,6,8,0.93133544921875
-9.399999999999999,256,6,16,0.0
-9.399999999999999,256,6,32,0.0
-9.399999999999999,256,6,64,0.0
-9.399999999999999,256,6,128,0.0
-9.399999999999999,256,8,1,1.0
-9.399999999999999,256,8,2,1.0
-9.399999999999999,256,8,4,1.0
-9.399999999999999,256,8,8,1.0
-9.399999999999999,256,8,16,0.128875732421875
-9.399999999999999,256,8,32,0.0
-9.399999999999999,256,8,64,0.0
-9.399999999999999,256,8,128,0.0
-9.299999999999997,256,0,1,1.0
-9.299999999999997,256,0,2,0.996612548828125
-9.299999999999997,256,0,4,0.0001220703125
-9.299999999999997,256,0,8,0.0
-9.299999999999997,256,0,16,0.0
-9.299999999999997,256,0,32,0.0
-9.299999999999997,256,0,64,0.0
-9.299999999999997,256,0,128,0.0
-9.299999999999997,256,1,1,1.0
-9.299999999999997,256,1,2,1.0
-9.299999999999997,256,1,4,0.043670654296875
-9.299999999999997,256,1,8,0.0
-9.299999999999997,256,1,16,0.0
-9.299999999999997,256,1,32,0.0
-9.299999999999997,256,1,64,0.0
-9.299999999999997,256,1,128,0.0
-9.299999999999997,256,2,1,1.0
-9.299999999999997,256,2,2,1.0
-9.299999999999997,256,2,4,0.89813232421875
-9.299999999999997,256,2,8,0.0
-9.299999999999997,256,2,16,0.0
-9.299999999999997,256,2,32,0.0
-9.299999999999997,256,2,64,0.0
-9.299999999999997,256,2,128,0.0
-9.299999999999997,256,3,1,1.0
-9.299999999999997,256,3,2,1.0
-9.299999999999997,256,3,4,0.996856689453125
-9.299999999999997,256,3,8,0.000244140625
-9.299999999999997,256,3,16,0.0
-9.299999999999997,256,3,32,0.0
-9.299999999999997,256,3,64,0.0
-9.299999999999997,256,3,128,0.0
-9.299999999999997,256,4,1,1.0
-9.299999999999997,256,4,2,1.0
-9.299999999999997,256,4,4,1.0
-9.299999999999997,256,4,8,0.054779052734375
-9.299999999999997,256,4,16,0.0
-9.299999999999997,256,4,32,0.0
-9.299999999999997,256,4,64,0.0
-9.299999999999997,256,4,128,0.0
-9.299999999999997,256,6,1,1.0
-9.299999999999997,256,6,2,1.0
-9.299999999999997,256,6,4,1.0
-9.299999999999997,256,6,8,0.8974609375
-9.299999999999997,256,6,16,0.0
-9.299999999999997,256,6,32,0.0
-9.299999999999997,256,6,64,0.0
-9.299999999999997,256,6,128,0.0
-9.299999999999997,256,8,1,1.0
-9.299999999999997,256,8,2,1.0
-9.299999999999997,256,8,4,1.0
-9.299999999999997,256,8,8,1.0
-9.299999999999997,256,8,16,0.089569091796875
-9.299999999999997,256,8,32,0.0
-9.299999999999997,256,8,64,0.0
-9.299999999999997,256,8,128,0.0
-9.2,256,0,1,1.0
-9.2,256,0,2,0.9942626953125
-9.2,256,0,4,0.000152587890625
-9.2,256,0,8,0.0
-9.2,256,0,16,0.0
-9.2,256,0,32,0.0
-9.2,256,0,64,0.0
-9.2,256,0,128,0.0
-9.2,256,1,1,1.0
-9.2,256,1,2,1.0
-9.2,256,1,4,0.02587890625
-9.2,256,1,8,0.0
-9.2,256,1,16,0.0
-9.2,256,1,32,0.0
-9.2,256,1,64,0.0
-9.2,256,1,128,0.0
-9.2,256,2,1,1.0
-9.2,256,2,2,1.0
-9.2,256,2,4,0.857574462890625
-9.2,256,2,8,0.0
-9.2,256,2,16,0.0
-9.2,256,2,32,0.0
-9.2,256,2,64,0.0
-9.2,256,2,128,0.0
-9.2,256,3,1,1.0
-9.2,256,3,2,1.0
-9.2,256,3,4,0.993560791015625
-9.2,256,3,8,0.0001220703125
-9.2,256,3,16,0.0
-9.2,256,3,32,0.0
-9.2,256,3,64,0.0
-9.2,256,3,128,0.0
-9.2,256,4,1,1.0
-9.2,256,4,2,1.0
-9.2,256,4,4,1.0
-9.2,256,4,8,0.03240966796875
-9.2,256,4,16,0.0
-9.2,256,4,32,0.0
-9.2,256,4,64,0.0
-9.2,256,4,128,0.0
-9.2,256,6,1,1.0
-9.2,256,6,2,1.0
-9.2,256,6,4,1.0
-9.2,256,6,8,0.855560302734375
-9.2,256,6,16,0.0
-9.2,256,6,32,0.0
-9.2,256,6,64,0.0
-9.2,256,6,128,0.0
-9.2,256,8,1,1.0
-9.2,256,8,2,1.0
-9.2,256,8,4,1.0
-9.2,256,8,8,1.0
-9.2,256,8,16,0.05718994140625
-9.2,256,8,32,0.0
-9.2,256,8,64,0.0
-9.2,256,8,128,0.0
-9.099999999999998,256,0,1,1.0
-9.099999999999998,256,0,2,0.991119384765625
-9.099999999999998,256,0,4,9.1552734375e-05
-9.099999999999998,256,0,8,0.0
-9.099999999999998,256,0,16,0.0
-9.099999999999998,256,0,32,0.0
-9.099999999999998,256,0,64,0.0
-9.099999999999998,256,0,128,0.0
-9.099999999999998,256,1,1,1.0
-9.099999999999998,256,1,2,1.0
-9.099999999999998,256,1,4,0.015045166015625
-9.099999999999998,256,1,8,0.0
-9.099999999999998,256,1,16,0.0
-9.099999999999998,256,1,32,0.0
-9.099999999999998,256,1,64,0.0
-9.099999999999998,256,1,128,0.0
-9.099999999999998,256,2,1,1.0
-9.099999999999998,256,2,2,1.0
-9.099999999999998,256,2,4,0.805084228515625
-9.099999999999998,256,2,8,0.0
-9.099999999999998,256,2,16,0.0
-9.099999999999998,256,2,32,0.0
-9.099999999999998,256,2,64,0.0
-9.099999999999998,256,2,128,0.0
-9.099999999999998,256,3,1,1.0
-9.099999999999998,256,3,2,1.0
-9.099999999999998,256,3,4,0.991058349609375
-9.099999999999998,256,3,8,6.103515625e-05
-9.099999999999998,256,3,16,0.0
-9.099999999999998,256,3,32,0.0
-9.099999999999998,256,3,64,0.0
-9.099999999999998,256,3,128,0.0
-9.099999999999998,256,4,1,1.0
-9.099999999999998,256,4,2,1.0
-9.099999999999998,256,4,4,1.0
-9.099999999999998,256,4,8,0.01910400390625
-9.099999999999998,256,4,16,0.0
-9.099999999999998,256,4,32,0.0
-9.099999999999998,256,4,64,0.0
-9.099999999999998,256,4,128,0.0
-9.099999999999998,256,6,1,1.0
-9.099999999999998,256,6,2,1.0
-9.099999999999998,256,6,4,1.0
-9.099999999999998,256,6,8,0.80328369140625
-9.099999999999998,256,6,16,0.0
-9.099999999999998,256,6,32,0.0
-9.099999999999998,256,6,64,0.0
-9.099999999999998,256,6,128,0.0
-9.099999999999998,256,8,1,1.0
-9.099999999999998,256,8,2,1.0
-9.099999999999998,256,8,4,1.0
-9.099999999999998,256,8,8,1.0
-9.099999999999998,256,8,16,0.033721923828125
-9.099999999999998,256,8,32,0.0
-9.099999999999998,256,8,64,0.0
-9.099999999999998,256,8,128,0.0
-9.0,256,0,1,1.0
-9.0,256,0,2,0.983673095703125
-9.0,256,0,4,6.103515625e-05
-9.0,256,0,8,0.0
-9.0,256,0,16,0.0
-9.0,256,0,32,0.0
-9.0,256,0,64,0.0
-9.0,256,0,128,0.0
-9.0,256,1,1,1.0
-9.0,256,1,2,1.0
-9.0,256,1,4,0.008056640625
-9.0,256,1,8,0.0
-9.0,256,1,16,0.0
-9.0,256,1,32,0.0
-9.0,256,1,64,0.0
-9.0,256,1,128,0.0
-9.0,256,2,1,1.0
-9.0,256,2,2,1.0
-9.0,256,2,4,0.740966796875
-9.0,256,2,8,0.0
-9.0,256,2,16,0.0
-9.0,256,2,32,0.0
-9.0,256,2,64,0.0
-9.0,256,2,128,0.0
-9.0,256,3,1,1.0
-9.0,256,3,2,1.0
-9.0,256,3,4,0.983856201171875
-9.0,256,3,8,6.103515625e-05
-9.0,256,3,16,0.0
-9.0,256,3,32,0.0
-9.0,256,3,64,0.0
-9.0,256,3,128,0.0
-9.0,256,4,1,1.0
-9.0,256,4,2,1.0
-9.0,256,4,4,0.99993896484375
-9.0,256,4,8,0.01043701171875
-9.0,256,4,16,0.0
-9.0,256,4,32,0.0
-9.0,256,4,64,0.0
-9.0,256,4,128,0.0
-9.0,256,6,1,1.0
-9.0,256,6,2,1.0
-9.0,256,6,4,1.0
-9.0,256,6,8,0.736968994140625
-9.0,256,6,16,0.0
-9.0,256,6,32,0.0
-9.0,256,6,64,0.0
-9.0,256,6,128,0.0
-9.0,256,8,1,1.0
-9.0,256,8,2,1.0
-9.0,256,8,4,1.0
-9.0,256,8,8,1.0
-9.0,256,8,16,0.020599365234375
-9.0,256,8,32,0.0
-9.0,256,8,64,0.0
-9.0,256,8,128,0.0
-8.899999999999999,256,0,1,1.0
-8.899999999999999,256,0,2,0.973114013671875
-8.899999999999999,256,0,4,0.0
-8.899999999999999,256,0,8,0.0
-8.899999999999999,256,0,16,0.0
-8.899999999999999,256,0,32,0.0
-8.899999999999999,256,0,64,0.0
-8.899999999999999,256,0,128,0.0
-8.899999999999999,256,1,1,1.0
-8.899999999999999,256,1,2,0.999969482421875
-8.899999999999999,256,1,4,0.00433349609375
-8.899999999999999,256,1,8,0.0
-8.899999999999999,256,1,16,0.0
-8.899999999999999,256,1,32,0.0
-8.899999999999999,256,1,64,0.0
-8.899999999999999,256,1,128,0.0
-8.899999999999999,256,2,1,1.0
-8.899999999999999,256,2,2,1.0
-8.899999999999999,256,2,4,0.664764404296875
-8.899999999999999,256,2,8,0.0
-8.899999999999999,256,2,16,0.0
-8.899999999999999,256,2,32,0.0
-8.899999999999999,256,2,64,0.0
-8.899999999999999,256,2,128,0.0
-8.899999999999999,256,3,1,1.0
-8.899999999999999,256,3,2,1.0
-8.899999999999999,256,3,4,0.97210693359375
-8.899999999999999,256,3,8,0.0
-8.899999999999999,256,3,16,0.0
-8.899999999999999,256,3,32,0.0
-8.899999999999999,256,3,64,0.0
-8.899999999999999,256,3,128,0.0
-8.899999999999999,256,4,1,1.0
-8.899999999999999,256,4,2,1.0
-8.899999999999999,256,4,4,0.999908447265625
-8.899999999999999,256,4,8,0.0054931640625
-8.899999999999999,256,4,16,0.0
-8.899999999999999,256,4,32,0.0
